director_name,actor_name,"gross,",eval
Judd Apatow,Adam Sandler,51814190.0,6
Peter Berg,Jennifer Garner,47456450.0,5
Adam McKay,Will Ferrell,148213377.0,7
Steve Carr,Raven-Symoné,112950721.0,7
Mel Gibson,Mhairi Calvey,75600000.0,6
Sam Mendes,Jake Gyllenhaal,62647540.0,6
David Silverman,Albert Brooks,183132370.0,7
Frank Darabont,Martin Landau,27796042.0,5
Renny Harlin,Sylvester Stallone,32616869.0,5
Jean-Jacques Annaud,David Gant,18947630.0,5
M. Night Shyamalan,Bryce Dallas Howard,114195633.0,7
Betty Thomas,Oliver Platt,144156464.0,7
M. Night Shyamalan,Rory Culkin,227965690.0,8
Andrew Adamson,Rupert Everett,436471036.0,9
John Lasseter,John Ratzenberger,244052771.0,8
Garry Marshall,Julia Roberts,152149590.0,7
Rob Cohen,Vin Diesel,141204016.0,7
Paul Tibbitt,Tim Conway,162495848.0,7
Ron Howard,Lili Taylor,136448821.0,7
Quentin Tarantino,Michael Fassbender,120523073.0,7
Steven Spielberg,Robin Williams,119654900.0,7
Brett Ratner,Dwayne Johnson,72660029.0,6
Renny Harlin,Bruce Willis,117541000.0,7
Clark Johnson,Jeremy Renner,116643346.0,7
Cameron Crowe,Tom Cruise,100614858.0,7
M. Night Shyamalan,Bryce Dallas Howard,42272747.0,5
Paul W.S. Anderson,Sanaa Lathan,80281096.0,6
Betty Thomas,Amy Poehler,219613391.0,8
Randall Wallace,Jon Hamm,78120196.0,6
Antoine Fuqua,Gerard Butler,98895417.0,6
Jonathan Frakes,LeVar Burton,70117571.0,6
Jonathan Liebesman,Noel Fisher,83552429.0,6
Tim Burton,Steve Buscemi,66257002.0,6
Mike Nichols,David Hyde Pierce,65012000.0,6
Steven Spielberg,Jeremy Irvine,79883359.0,6
George Clooney,Bill Murray,78031620.0,6
James Cameron,Michael Biehn,54222000.0,6
Oliver Stone,Frank Langella,52474616.0,6
Gary Shore,Dominic Cooper,55942830.0,6
Edward Zwick,Denzel Washington,40932372.0,5
Matthew Vaughn,Henry Cavill,38345403.0,5
Jean-Jacques Annaud,Brad Pitt,37901509.0,5
Ron Howard,Channing Tatum,48430355.0,5
Joel Schumacher,Anthony Hopkins,30157016.0,5
Andrzej Bartkowiak,Dwayne Johnson,28031250.0,5
Betty Thomas,Gary Cole,33105600.0,5
Måns Mårlind,Theo James,62321039.0,6
Adam Shankman,James Martin Kelly,38509342.0,5
Gregory Hoblit,Bruce Willis,19076815.0,5
Gary McKendry,Jason Statham,25093607.0,5
John McTiernan,LL Cool J,18990542.0,5
Wych Kaosayananda,Talisa Soto,14294842.0,5
Mikael Salomon,Morgan Freeman,19819494.0,5
Bobby Farrelly,Ron Howard,13596911.0,5
Will Finn,Lea Michele,8460990.0,4
Michael Mann,Chris Hemsworth,7097125.0,4
Kerry Conran,Angelina Jolie Pitt,37760080.0,5
Michael Caton-Jones,Charlotte Rampling,5851188.0,4
Mikael Håfström,Sylvester Stallone,25121291.0,5
Renny Harlin,Roxanne McKee,18821279.0,5
Phil Alden Robinson,Morgan Freeman,118471320.0,7
David Slade,Robert Pattinson,300523113.0,8
Frank Oz,Robert De Niro,71069884.0,6
Pierre Coffin,Steve Carell,251501645.0,8
Joseph Ruben,Vincent Pastore,35324232.0,5
Seth MacFarlane,Liam Neeson,81257500.0,6
Alejandro Amenábar,Max Minghella,617840.0,3
Kinka Usher,Janeane Garofalo,29655590.0,5
Bobby Farrelly,Jenna Fischer,45045037.0,5
Michael Mann,Al Pacino,28965197.0,5
Craig Gillespie,Michael Raymond-James,27550735.0,5
Ridley Scott,Leonardo DiCaprio,39380442.0,5
Jay Roach,Steve Carell,72980108.0,6
Timur Bekmambetov,Rufus Sewell,37516013.0,5
Jon Amiel,Will Patton,87704396.0,6
Rob Bowman,Martin Landau,83892374.0,6
Doug Lefler,Colin Firth,5932060.0,4
Steven Spielberg,Tom Hanks,216119491.0,8
Scott Waugh,Rami Malek,43568507.0,5
Nancy Meyers,Judy Greer,182805123.0,7
Chris Wedge,Goran Visnjic,176387405.0,7
Lawrence Kasdan,Morgan Freeman,33685268.0,5
Steven Spielberg,Joseph Gordon-Levitt,182204440.0,7
Lana Wachowski,Keanu Reeves,171383253.0,7
Ron Howard,Tom Hanks,172071312.0,7
Paul Verhoeven,Ronny Cox,119412921.0,7
Michael Lembeck,Judge Reinhold,139225854.0,7
Tom Hooper,Hugh Jackman,148775460.0,7
Nora Ephron,Tom Hanks,115731542.0,7
Adam McKay,Will Ferrell,100468793.0,7
Martin Campbell,Anthony Hopkins,93771072.0,6
Todd Phillips,Robert Downey Jr.,100448498.0,7
Angelina Jolie Pitt,Finn Wittrock,115603980.0,7
Clint Eastwood,Clint Eastwood,90454043.0,6
Renny Harlin,Sylvester Stallone,84049211.0,6
John Woo,Delroy Lindo,70450000.0,6
Jon Turteltaub,Bruce Willis,69688384.0,6
Oliver Stone,Nicolas Cage,70236496.0,6
Mike Newell,Julia Roberts,63695760.0,6
Larry Charles,Sayed Badreya,59617068.0,6
Stanley Kubrick,Tom Cruise,55637680.0,6
Will Gluck,Quvenzhané Wallis,85911262.0,6
Glenn Ficarra,Will Smith,53846915.0,6
McG,Tom Hardy,54758461.0,6
David S. Goyer,Ryan Reynolds,52397389.0,6
John Milius,Lea Thompson,,0
Mike Nichols,Maura Tierney,38966057.0,5
Paul W.S. Anderson,Milla Jovovich,42345531.0,5
Paul W.S. Anderson,Jason Statham,36064910.0,5
Renny Harlin,Melina Kanakaredes,33328051.0,5
Taylor Hackford,Pamela Reed,32598931.0,5
Jon Favreau,Kristen Stewart,28045540.0,5
David Fincher,Brad Pitt,37023395.0,5
McG,Matthew McConaughey,43532294.0,5
Michael Lehmann,Bruce Willis,17218080.0,5
Nora Ephron,Michael Rapaport,10014234.0,5
Stuart Beattie,Caitlin Stasey,19059018.0,5
Roman Polanski,Ian McNeice,1987287.0,4
Rob Bowman,Jennifer Garner,24407944.0,5
Frank Miller,Joseph Gordon-Levitt,13750556.0,5
Sydney Pollack,Harrison Ford,31054924.0,5
Baltasar Kormákur,Michael Kelly,43247140.0,5
Tom Tykwer,Michael Smiley,2208939.0,4
Jay Roach,Verne Troyer,213079163.0,8
David Bowers,Nicolas Cage,19548064.0,5
Steven Spielberg,Wayne Knight,356784000.0,8
Lawrence Kasdan,Dennis Quaid,25052000.0,5
Phillip Noyce,Harrison Ford,122012710.0,7
Daniel Lee,Si Won Choi,72413.0,1
Keenen Ivory Wayans,Chazz Palminteri,58255287.0,6
Jonathan Mostow,Matthew McConaughey,77086030.0,6
Rob Reiner,Shawna Waldron,65000000.0,6
Marco Schnabel,Justin Timberlake,32178777.0,5
Demian Lichtenstein,Jon Lovitz,15738632.0,5
Quentin Tarantino,Craig Stark,54116191.0,6
Josh Gordon,Will Ferrell,118153533.0,7
Tim Hill,Gary Cole,108012170.0,7
Zack Snyder,Gerard Butler,210592590.0,8
Jay Roach,Robert De Niro,279167575.0,8
David Frankel,Eric Dane,143151473.0,7
Frank Darabont,Tom Hanks,136801374.0,7
Walt Becker,Jill Hennessy,168213584.0,7
Mark Dindal,Catherine O'Hara,135381507.0,7
David Fincher,Patrick Fugit,167735396.0,7
Doug Liman,Matt Damon,121468960.0,7
Martin Campbell,Izabella Scorupco,106635996.0,7
Simon West,Daniel von Bargen,102678089.0,7
Peter Weir,Natascha McElhone,125603360.0,7
Brenda Chapman,Martin Short,101217900.0,7
Steve Carr,Anjelica Huston,104148781.0,7
Baltasar Kormákur,Denzel Washington,75573300.0,6
Lawrence Guterman,Carol Ann Susi,93375151.0,6
F. Gary Gray,Jason Statham,106126012.0,7
Marc Lawrence,Dorian Missick,93307796.0,6
Eric Darnell,Sylvester Stallone,90646554.0,6
Peter Billingsley,Jon Favreau,109176215.0,7
Tony Scott,Tom Cruise,82670733.0,6
Adam Shankman,Taylor Lautner,82569532.0,6
Wes Ball,Ki Hong Lee,81687587.0,6
Ryan Murphy,James Franco,80574010.0,6
Brett Ratner,Nicolas Cage,75764085.0,6
Robert Schwentke,Bruce Willis,90356857.0,6
Oliver Stone,Al Pacino,75530832.0,6
Robert Redford,Scarlett Johansson,75370763.0,6
Michael Mann,Tom Cruise,100003492.0,7
Chuck Russell,Dwayne Johnson,90341670.0,6
Jay Russell,Billy Burke,74540762.0,6
Christopher McQuarrie,Tom Cruise,80033643.0,6
Renny Harlin,LL Cool J,73648142.0,6
Kenny Ortega,Misha Gabriel Hamilton,71844424.0,6
Steven Soderbergh,Matt Damon,75638743.0,6
David McNally,Estella Warren,66734992.0,6
Henry Selick,Jennifer Saunders,75280058.0,6
M. Night Shyamalan,Zooey Deschanel,64505912.0,6
Tony Scott,Denzel Washington,77862546.0,6
Brian Robbins,Robert Downey Jr.,61112916.0,6
Todd Phillips,Snoop Dogg,88200225.0,6
Brian Levant,Jim Belushi,60573641.0,6
Guillermo del Toro,James Babson,59035104.0,6
Steven Zaillian,Robert Duvall,56702901.0,6
Chris Butler,Anna Kendrick,55994557.0,6
Michael Caton-Jones,J.K. Simmons,54910560.0,6
John Woo,Ivana Milicevic,53789313.0,6
Jon Avnet,Joe Mantegna,51045801.0,6
Sam Fell,Emma Watson,50818750.0,6
Kevin Donovan,Romany Malco,50189179.0,6
Geoff Murphy,Peter Greene,50024083.0,6
Kenneth Branagh,Colm Feore,50549107.0,6
David O. Russell,Jennifer Lawrence,56443482.0,6
Babak Najafi,Gerard Butler,62401264.0,6
Jean-Pierre Jeunet,Gary Dourdan,47748610.0,5
Antoine Fuqua,Tate Donovan,46975183.0,5
Graham Annable,Isaac Hempstead Wright,50807639.0,6
Griffin Dunne,Goran Visnjic,46611204.0,5
Phil Lord,Morgan Freeman,257756197.0,8
John Pasquin,Eileen Brennan,48472213.0,5
Rob Bowman,Christian Bale,43060566.0,5
Ruben Fleischer,Ryan Gosling,45996718.0,5
Harold Ramis,Olivia Wilde,43337279.0,5
Clint Eastwood,Matt Damon,37479778.0,5
Kevin Macdonald,Robin Wright,36965395.0,5
Tony Gilroy,Julia Roberts,40559930.0,5
Donald Petrie,Steven Anthony Lawrence,36830057.0,5
Clark Johnson,Blair Brown,36279230.0,5
Jorge Blanco,Dwayne Johnson,42194060.0,5
Stuart Baird,Tom Hardy,43119879.0,5
Joel Coen,Cedric the Entertainer,35096190.0,5
Robert Lorenz,Clint Eastwood,35754555.0,5
Martin Campbell,Bojana Novakovic,43290977.0,5
Peter Hyams,John Kapelos,33927476.0,5
Harold Ramis,Robert De Niro,32122249.0,5
Jon Avnet,Robert De Niro,40076438.0,5
Harold Becker,Bruce Willis,32940507.0,5
Joe Wright,Robert Downey Jr.,31670931.0,5
Robert Redford,Matt Damon,30695227.0,5
Cameron Crowe,Philip Seymour Hoffman,32522352.0,5
Tim Hill,Bill Murray,28424210.0,5
Lee Tamahori,Sunny Mabrey,26082914.0,5
Scott Stewart,Josh Wingate,29136626.0,5
Patrick Gilmore,Brad Pitt,26288320.0,5
Paul W.S. Anderson,Sean Pertwee,26616590.0,5
Joss Whedon,Chris Hemsworth,623279547.0,9
Tom Shadyac,Joe Morton,30063805.0,5
Brian De Palma,Scarlett Johansson,22518325.0,5
Tony Bill,James Franco,13082288.0,5
Rod Lurie,Clifton Collins Jr.,18208078.0,5
Walter Hill,Robert Forster,14218868.0,5
Akiva Goldsman,Matt Bomer,22451.0,1
Harald Zwart,Aidan Turner,31165421.0,5
Brian Robbins,Marc Blucas,11802056.0,5
Walter Salles,Dougray Scott,25472967.0,5
Ron Howard,Matthew McConaughey,22362500.0,5
Iain Softley,Brendan Fraser,17281832.0,5
Frank Miller,Scarlett Johansson,19781879.0,5
David Koepp,Johnny Depp,7605668.0,4
Uwe Boll,Jason Statham,4535117.0,4
Martin Campbell,Angelina Jolie Pitt,4426297.0,4
Pou-Soi Cheang,Li Gong,,0
John Dahl,James Franco,10166502.0,5
Tim Miller,Ryan Reynolds,363024263.0,8
Stephen Herek,Kelly Preston,12065985.0,5
Clint Eastwood,Bradley Cooper,350123553.0,8
Rob Letterman,Odeya Rush,80021740.0,6
Mark Waters,Jon Heder,48291624.0,5
Brian Levant,Taylor Negron,35231365.0,5
Peter MacDonald,Sylvester Stallone,53715611.0,6
George Clooney,Robert Baker,31199215.0,5
Frank Coraci,Taylor Lautner,,0
Marc Lawrence,Michael Kelly,29580087.0,5
Shawn Levy,Josh Gad,44665963.0,5
Paul W.S. Anderson,Milla Jovovich,60128566.0,6
Anthony Hemingway,David Oyelowo,49875589.0,5
Taylor Hackford,Keanu Reeves,60984028.0,6
Sean Anders,Adam Sandler,36931089.0,5
Rob Cohen,Dennis Quaid,51317350.0,6
Brett Ratner,Salma Hayek,28328132.0,5
Mark Neveldine,Nicolas Cage,51774002.0,6
John Madden,Christian Bale,25528495.0,5
Adam Shankman,Vin Diesel,113006880.0,7
Kevin Bray,Dwayne Johnson,45860039.0,5
Robert Zemeckis,Tom Hanks,329691196.0,8
Tim Hill,Jesse McCartney,217326336.0,8
Jay Roach,Robert De Niro,166225040.0,7
Mike Gabriel,Christian Bale,141600000.0,7
Richard Donner,Marlon Brando,134218018.0,7
Tom Shadyac,Jada Pinkett Smith,128769345.0,7
Andy Tennant,Will Smith,177575142.0,7
Sam Weisman,Brendan Fraser,105263257.0,7
Jesse Dylan,Alyson Hannigan,104354205.0,7
Paul Greengrass,Tom Hanks,107100855.0,7
Shawn Levy,Mila Kunis,98711404.0,6
Brad Silberling,Eric Idle,100328194.0,7
Antoine Fuqua,Denzel Washington,101530738.0,7
Wayne Wang,Bob Hoskins,93815117.0,6
Tony Scott,Denzel Washington,91400000.0,6
Gabriele Muccino,Will Smith,162586036.0,7
Robert Schwentke,Erika Christensen,89706988.0,6
Barry Levinson,Demi Moore,83000000.0,6
Brad Silberling,Nicolas Cage,78745923.0,6
Quentin Tarantino,David Carradine,70098138.0,6
Frank Oz,Robert Downey Jr.,66365290.0,6
Quentin Tarantino,Vivica A. Fox,66207920.0,6
Andrey Konchalovskiy,Sylvester Stallone,63408614.0,6
Robert Zemeckis,Bruce Willis,58422650.0,6
Tom Dey,Xander Berkeley,56932305.0,6
Stuart Baird,Oliver Platt,68750000.0,6
Mark Waters,Madeline Carroll,68218041.0,6
Rob Minkoff,Jet Li,25040293.0,5
Jimmy Hayward,Amy Poehler,55747724.0,6
David Fincher,Charles S. Dutton,55473600.0,6
Alan Parker,Andrea Corr,49994804.0,5
John Frankenheimer,Robert De Niro,41609593.0,5
Stephen Hopkins,Tom Wilkinson,38553833.0,5
Paul King,Julie Walters,76137505.0,6
Akiva Schaffer,Will Forte,34350553.0,5
William Friedkin,Connie Nielsen,34238611.0,5
Jon Turteltaub,Anthony Hopkins,34098563.0,5
Bobby Farrelly,Matt Damon,33828318.0,5
Kent Alterman,Will Ferrell,33472850.0,5
Peter Lord,Salma Hayek,31051126.0,5
Clint Eastwood,Angelina Jolie Pitt,35707327.0,5
Andrew Davis,Keanu Reeves,20550712.0,5
Tony Scott,Robert De Niro,18573791.0,5
Joel Schumacher,Gerard Butler,51225796.0,6
Shekhar Kapur,Eddie Redmayne,16264475.0,5
Karyn Kusama,Charlize Theron,25857987.0,5
Ron Maxwell,Billy Campbell,12870569.0,5
Robert Butler,Hector Elizondo,11466088.0,5
Karey Kirkpatrick,Stephen Root,16088610.0,5
James Bobin,Ty Burrell,51178893.0,6
Jonathan Frakes,Sophia Myles,6768055.0,4
Steve Antin,Eric Dane,39440655.0,5
Jean-Pierre Jeunet,Denis Lavant,6167817.0,4
Stanley Kubrick,James Mason,,0
Jim Gillespie,Sylvester Stallone,,0
Guillermo del Toro,Norman Reedus,81645152.0,6
Gabriele Muccino,Will Smith,69951824.0,6
Walter Hill,Sylvester Stallone,9483821.0,4
Francis Ford Coppola,Al Pacino,66676062.0,6
Cameron Crowe,Orlando Bloom,26838389.0,5
Anthony Russo,Todd Stashwick,75604320.0,6
Richard Lester,Margot Kidder,108200000.0,7
Martin Brest,Todd Giebenhain,5660084.0,4
Steven Zaillian,Kate Winslet,7221458.0,4
John Singleton,Christian Bale,70327868.0,6
Don Bluth,Kirsten Dunst,58297830.0,6
Baz Luhrmann,Jim Broadbent,57386369.0,6
Harold Becker,Steve Buscemi,45207112.0,5
Scott Cooper,Johnny Depp,62563543.0,6
Clint Eastwood,Paul Walker,33574332.0,5
F. Gary Gray,Gerard Butler,73343413.0,6
Robert Rodriguez,Quentin Tarantino,25031037.0,5
Jonathan Demme,Oprah Winfrey,22843047.0,5
Curtis Hanson,Robert Downey Jr.,5755286.0,4
Steven Spielberg,Leonardo DiCaprio,164435221.0,7
Kathryn Bigelow,Jennifer Ehle,95720716.0,6
Peyton Reed,Jon Favreau,118683135.0,7
Phyllida Lloyd,Colin Firth,143704210.0,7
Garry Marshall,Bradley Cooper,110476776.0,7
Jay Chandrasekhar,Alice Greczyn,80270227.0,6
Terrence Malick,Nick Stahl,36385763.0,5
David Dobkin,Ryan Reynolds,37035845.0,5
Milos Forman,Matt Price,34580635.0,5
Martin Scorsese,Robert De Niro,42438300.0,5
Pierre Morel,Kasia Smutniak,23324666.0,5
Paul Hunter,Jaime King,23020488.0,5
Bobby Farrelly,Robert Forster,90567722.0,6
Steve Oedekerk,Rob Paulsen,72601713.0,6
John Whitesell,Matthew Broderick,35092918.0,5
Chris Weitz,Robert Pattinson,296623634.0,8
Andrew Adamson,Kathleen Freeman,267652016.0,8
George Nolfi,Matt Damon,62453315.0,6
Kevin Reynolds,Alan Rickman,165500000.0,7
Cameron Crowe,Tom Cruise,153620822.0,7
Seth MacFarlane,Mila Kunis,218628680.0,8
James L. Brooks,Lupe Ontiveros,147637474.0,7
Tom Shadyac,Robin Williams,135014968.0,7
Adam McKay,Harrison Ford,2175312.0,4
Steven Brill,Steve Buscemi,126203320.0,7
J.J. Abrams,Joel Courtney,126975169.0,7
Steven Soderbergh,Julia Roberts,125548685.0,7
Donald Petrie,Matthew McConaughey,105807520.0,7
Phil Lord,Channing Tatum,191616238.0,7
Neil Jordan,Brad Pitt,105264608.0,7
Peyton Reed,Bradley Cooper,97680195.0,6
Rawson Marshall Thurber,Dwayne Johnson,126088877.0,7
Chris Columbus,Julia Roberts,91030827.0,6
Sean Anders,Will Ferrell,150315155.0,7
Rob Marshall,Johnny Depp,127997349.0,7
Spike Lee,Denzel Washington,88504640.0,6
Brian Helgeland,Bill Duke,81517441.0,6
Frank Marshall,Dylan Walsh,81022333.0,6
Cameron Crowe,Scarlett Johansson,75621915.0,6
Alex Proyas,Nicolas Cage,79948113.0,6
Tom Dey,Bradley Cooper,88658172.0,6
Hideo Nakata,Naomi Watts,75888270.0,6
Glenn Ficarra,Ryan Gosling,84244877.0,6
Peter Hewitt,Bill Murray,75367693.0,6
Joe Roth,Jamie Lee Curtis,73701902.0,6
Bennett Miller,Philip Seymour Hoffman,75605492.0,6
Wolfgang Petersen,Kevin Spacey,67823573.0,6
Jaume Collet-Serra,Liam Neeson,91439400.0,6
Andy Fickman,Dwayne Johnson,67128202.0,6
James McTeigue,Natalie Portman,70496802.0,6
David Dobkin,Fann Wong,60470220.0,6
Matthew O'Callaghan,Will Ferrell,58336565.0,6
Angela Robinson,Scoot McNairy,66002004.0,6
Gary Fleder,Oliver Platt,54997476.0,6
Tommy Wirkola,Jeremy Renner,55682070.0,6
Adrian Lyne,Olivier Martinez,52752475.0,6
D.J. Caruso,Alex Pettyfer,55092830.0,6
Stephen Gaghan,Matt Damon,50815288.0,6
Michael Bay,Toby Stephens,52822418.0,6
Jorge R. Gutiérrez,Channing Tatum,50150619.0,6
Richard Loncraine,Jimmy Bennett,48745150.0,5
Clint Eastwood,Clint Eastwood,50007168.0,6
Ridley Scott,Viggo Mortensen,48154732.0,5
David Fincher,Deborah Kara Unger,48265581.0,5
Christophe Gans,Radha Mitchell,46982632.0,5
Howard Deutch,Keanu Reeves,44737059.0,5
Jon Hurwitz,Alyson Hannigan,56724080.0,6
F. Gary Gray,Kevin Spacey,44484065.0,5
Steven Quale,Matt Walsh,47553512.0,5
John Landis,Louis Lombardi,42610000.0,5
Joe Dante,Christopher Lee,41482207.0,5
David Dobkin,Robert Downey Jr.,47105085.0,5
Mimi Leder,Armin Mueller-Stahl,41256277.0,5
Alexander Witt,Milla Jovovich,50740078.0,6
Beeban Kidron,Colin Firth,40203020.0,5
Carl Franklin,Denzel Washington,40905277.0,5
Steven Seagal,Mike Starr,38590500.0,5
Robert Rodriguez,Taylor Lautner,39177541.0,5
Danny Boyle,Leonardo DiCaprio,39778599.0,5
Garry Marshall,Amber Valletta,37486138.0,5
James McTeigue,Shô Kosugi,38105077.0,5
Sam Raimi,J.K. Simmons,35168395.0,5
Andrew Bergman,Demi Moore,32800000.0,5
Tom Dey,Emma Stone,33643461.0,5
Clint Eastwood,Matt Damon,32741596.0,5
Barbet Schroeder,Ryan Gosling,31874869.0,5
Richard Donner,Muse Watson,30306268.0,5
Peter Webber,Li Gong,27667947.0,5
Rob Reiner,Bruce Willis,27067160.0,5
Andrew Niccol,J.D. Evermore,26616999.0,5
John McTiernan,Connie Nielsen,26536120.0,5
Clint Eastwood,Clint Eastwood,26199517.0,5
Tom Tykwer,Naomi Watts,25450527.0,5
John Carpenter,Steve Buscemi,25407250.0,5
Brad Bird,Vin Diesel,23159305.0,5
Wes Anderson,Bill Murray,24006726.0,5
Gary Ross,Matthew McConaughey,20389967.0,5
Alan Parker,Kevin Spacey,19593740.0,5
Stephen Herek,Christina Milian,19118247.0,5
Jaume Collet-Serra,Liam Neeson,26442251.0,5
David Cronenberg,Viggo Mortensen,17114882.0,5
John Stockwell,Paul Walker,18472363.0,5
Luc Besson,Paul Brooke,14131298.0,5
David Gordon Green,Natalie Portman,21557240.0,5
Jim Sheridan,Naomi Watts,21283440.0,5
Costa-Gavras,Mia Kirshner,10556196.0,5
Patrick Read Johnson,Joe Mantegna,16671505.0,5
Roland Joffé,Gary Oldman,10400000.0,5
Doug Liman,Naomi Watts,9528092.0,4
Tony Scott,Ian Ziering,10137232.0,5
William Friedkin,Michael Biehn,9795017.0,4
Mark Neveldine,Gerard Butler,20488579.0,5
Richard LaGravenese,Alden Ehrenreich,19445217.0,5
Danny DeVito,Robin Williams,8355815.0,4
Ben Stiller,Milla Jovovich,28837115.0,5
George Armitage,Morgan Freeman,6471394.0,4
Mike Nichols,Judy Greer,6291602.0,4
Patrick Lussier,Nicolas Cage,10706786.0,5
Andrzej Bartkowiak,Chris Klein,8742261.0,4
James Wong,Jason Statham,43905746.0,5
Renny Harlin,Lauren Holly,21413502.0,5
Richard Curtis,Philip Seymour Hoffman,7994115.0,4
Steven Soderbergh,Michael O'Neill,124107476.0,7
Steven Spielberg,Harrison Ford,197171806.0,7
Joe Wright,Kelly Macdonald,12802907.0,5
Neill Blomkamp,Hugh Jackman,31569268.0,5
Phillip Noyce,Denzel Washington,66488090.0,6
David Fincher,Kristen Stewart,95308367.0,6
Chuck Bowman,P.J. Soles,,0
David O. Russell,Judy Greer,60652036.0,6
Daniel Espinosa,Tom Hardy,1206135.0,4
Jerry Zucker,Corinna Harney,56607223.0,6
Iain Softley,Kevin Spacey,50173190.0,6
James Mangold,Hugh Jackman,47095453.0,5
Harold Ramis,Brendan Fraser,37879996.0,5
Francis Ford Coppola,Nicolas Cage,25900000.0,5
James Mangold,Christian Bale,53574088.0,6
Olivier Megaton,Liam Neeson,89253340.0,6
Steven Soderbergh,Don Cheadle,37339525.0,5
Ben Stiller,Matthew Broderick,60154431.0,6
Deepa Mehta,Nandita Das,528972.0,3
Warren Beatty,Charlie Korsmo,103738726.0,7
John McTiernan,Mark Margolis,69304264.0,6
Penny Marshall,Rosie Perez,29781453.0,5
Ted Kotcheff,Sylvester Stallone,,0
Andrei Tarkovsky,Donatas Banionis,,0
Paul Bolger,Sarah Michelle Gellar,15519841.0,5
Stephen Frears,Julia Roberts,5600000.0,4
P.J. Hogan,Julia Roberts,126805112.0,7
Joe Roth,Julia Roberts,93607673.0,6
Christopher Nolan,Al Pacino,67263182.0,6
Jonathan Frakes,LeVar Burton,92001027.0,6
Jimmy Hayward,Michael Fassbender,10539414.0,5
Edward Zwick,Denzel Washington,58918501.0,6
Tom Shadyac,Maura Tierney,181395380.0,7
Brad Furman,Joseph Gilgun,14946229.0,5
Terence Young,Laurence Olivier,,0
Brian Levant,Jonathan Winters,130512915.0,7
Olivier Megaton,Liam Neeson,139852971.0,7
David Zucker,Regina Hall,110000082.0,7
Donald Petrie,Candice Bergen,106807667.0,7
Eric Brevig,Josh Hutcherson,101702060.0,7
Garry Marshall,Anne Hathaway,95149435.0,6
Alan J. Pakula,Denzel Washington,100768056.0,7
Joel Schumacher,Bradley Whitford,92115211.0,6
Rob Reiner,Morgan Freeman,93452056.0,6
Phillip Noyce,Harrison Ford,83287363.0,6
Robert Luketic,Adam Scott,82931301.0,6
Denis Villeneuve,Hugh Jackman,60962878.0,6
Antoine Fuqua,Denzel Washington,76261036.0,6
Dean Parisot,Alan Rickman,71423726.0,6
Keenen Ivory Wayans,Natasha Lyonne,71277420.0,6
James Bobin,Bill Cobbs,88625922.0,6
Stephen Norrington,Sanaa Lathan,70001065.0,6
Thomas Carter,Channing Tatum,67253092.0,6
Roger Michell,Sydney Pollack,66790248.0,6
Luis Llosa,Frank Welker,65557989.0,6
David McNally,Adam Garcia,60786269.0,6
Richard Curtis,Colin Firth,59365105.0,6
John Lasseter,Kevin Spacey,162792677.0,7
Albert Hughes,Johnny Depp,31598308.0,5
Luis Llosa,Sylvester Stallone,57362581.0,6
Ron Shelton,Don Johnson,53854588.0,6
Melville Shavelson,Lucille Ball,,0
Jesse Dylan,Josh Hutcherson,52580895.0,6
Garth Jennings,Zooey Deschanel,51019112.0,6
Joel Zwick,Dania Ramirez,48114556.0,5
Russell Mulcahy,Milla Jovovich,50648679.0,6
Frank Coraci,Bella Thorne,46280507.0,5
Wayne Wang,LL Cool J,38360195.0,5
Curtis Hanson,Meryl Streep,46815748.0,5
Frank Oz,Steve Coogan,35617599.0,5
Oliver Stone,Demián Bichir,47307550.0,5
David R. Ellis,Richard Burgi,32003620.0,5
Peter Howitt,Kevin McNally,27972410.0,5
John A. Davis,Nicolas Cage,28133159.0,5
David Lynch,Virginia Madsen,27400000.0,5
Julie Taymor,Jim Sturgess,24343673.0,5
Sam Mendes,Leonardo DiCaprio,22877808.0,5
